"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140013","GO:0140013","meiotic nuclear division","12/352","155/13604",0.000703931428628072,0.0258577478116045,0.0243617906118183,"CDC20/NDC1/ASPM/SMC4/RBM46/TTK/TEX15/DCAF13/PLK1/TOP2A/MEIOC/NDC80",12
"GO:0051310","GO:0051310","metaphase chromosome alignment","9/352","94/13604",0.000721424807649846,0.0262091254295647,0.0246928398592932,"CENPF/CCNB1/SPDL1/RACGAP1/KNSTRN/KNL1/ZNF207/MEIOC/NDC80",9
"GO:0000479","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","4/352","17/13604",0.00080289100655258,0.0288517137789438,0.0271825456337424,"NOL9/NOP14/UTP20/TSR1",4
"GO:0006403","GO:0006403","RNA localization","13/352","182/13604",0.00091193561796859,0.0324178403548834,0.0305423598592989,"NDC1/AHCTF1/PNPT1/XPO1/SSB/NSUN2/NPM1/CCT6A/HHEX/CKAP5/ATXN2/SRSF1/DKC1",13
"GO:0071459","GO:0071459","protein localization to chromosome, centromeric region","5/352","30/13604",0.00094281392148103,0.0331589662171945,0.0312406091115607,"CENPA/SPDL1/TTK/BUB1B/KNL1",5
"GO:0009301","GO:0009301","snRNA transcription","4/352","18/13604",0.00101138624134245,0.0351962411987172,0.0331600209211336,"ZC3H8/CDK7/SNAPC3/ZNF143",4
"GO:0010608","GO:0010608","post-transcriptional regulation of gene expression","25/352","493/13604",0.00106697181968177,0.0367438420402909,0.0346180878776135,"PLEKHN1/PNPT1/FASTKD1/SSB/METTL8/NCL/GIGYF2/ABCE1/RBM46/NSUN2/TCOF1/GEMIN5/NPM1/PUS7/PUM3/EXOSC3/EXOSC2/VIM/PA2G4/ATXN2/EIF5/EIF3C/KRT13/MEIOC/DKC1",25
"GO:0043487","GO:0043487","regulation of RNA stability","12/352","163/13604",0.00109528898014578,0.0371275884606198,0.034979633283973,"PLEKHN1/PNPT1/FASTKD1/GIGYF2/RBM46/NSUN2/NPM1/EXOSC3/EXOSC2/VIM/MEIOC/DKC1",12
"GO:0000132","GO:0000132","establishment of mitotic spindle orientation","5/352","31/13604",0.00110057582248661,0.0371275884606198,0.034979633283973,"CENPA/SPDL1/SAPCD2/PLK1/NDC80",5
"GO:1904029","GO:1904029","regulation of cyclin-dependent protein kinase activity","8/352","81/13604",0.00115320823722979,0.0385101659826434,0.0362822240719081,"CCNA2/CCNB1/CDK7/HSP90AB1/HHEX/BCCIP/IPO5/PLK1",8
"GO:0051303","GO:0051303","establishment of chromosome localization","9/352","102/13604",0.00129720186821222,0.0420461069571092,0.0396135990340008,"CENPF/CCNB1/SPDL1/RACGAP1/KNSTRN/KNL1/ZNF207/MEIOC/NDC80",9
"GO:0050657","GO:0050657","nucleic acid transport","11/352","144/13604",0.00129724830902152,0.0420461069571092,0.0396135990340008,"NDC1/AHCTF1/PNPT1/XPO1/SSB/NSUN2/NPM1/HHEX/CKAP5/ATXN2/SRSF1",11
"GO:0050658","GO:0050658","RNA transport","11/352","144/13604",0.00129724830902152,0.0420461069571092,0.0396135990340008,"NDC1/AHCTF1/PNPT1/XPO1/SSB/NSUN2/NPM1/HHEX/CKAP5/ATXN2/SRSF1",11
"GO:0051236","GO:0051236","establishment of RNA localization","11/352","147/13604",0.00153233495806397,0.0491834890423252,0.0463380596925017,"NDC1/AHCTF1/PNPT1/XPO1/SSB/NSUN2/NPM1/HHEX/CKAP5/ATXN2/SRSF1",11
"GO:0051052","GO:0051052","regulation of DNA metabolic process","24/352","479/13604",0.00157072925694825,0.0495253549010887,0.0466601474678644,"DFFB/UCHL5/KCNK2/SMC6/PPP4R3B/PDS5A/ANKRD17/PARM1/ANXA3/CCNA2/NPM1/POLH/HSP90AB1/CCT6A/DNAJC2/TEX15/EXOSC3/WT1/RNF169/HMGA2/BAZ1A/TIPIN/TICRR/DKC1",24
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","6/352","49/13604",0.001572946843501,0.0495253549010887,0.0466601474678644,"CCNB1/RACGAP1/KNSTRN/KNL1/ZNF207/NDC80",6
